athanas mutua,Wed Sep,RT errycar Sisi kama wana NASA tumeamua kulipa ushuru Wale walikuwa wanasema sio uchawi ni maombi hope mnaskia raha zaidi yetu,0.0,0.0
Pampulah,Wed Sep,RT benthetwist It s official RailaOdinga has sold his soul His balls are firmly held by UKenyatta he dances to any tune UKenyatta wan,-0.2,0.275
Sarah,Wed Sep,LindseyGrahamSC USSenate And another to Emily s List We need more female Democrats in the Senate BlueWaveIsComing,0.25,0.3333333333333333
Jack Miller,Wed Sep,RT AynRandPaulRyan Mississippi GOP Senate nominee Chris McDaniel says he proudly stands with Kavanaugh and completely degrades Dr Ford,0.45,0.7
Jali Cat,Wed Sep,RT harjo FLORIDA ELECTION If you want to keep Florida Safe and Prosperous go to the Polls on November th and vote for the M,0.5,0.5
JaniceGN,Wed Sep,RT seanmdav It wasn t supposed to go this far Senate Republicans were supposed to buckle Trump was supposed to get wobbly Kavanaugh wa,0.1,1.0
Donald J Pasley,Wed Sep,RT steve vladeck The Senate held Justice Scalia s seat open for days Today is day of Justice Kennedy s retirement https t co F,0.0,0.5
LoriT,Wed Sep,RT JMcfeels Just as they did w fraudulent FISA warrants Dems are again using the FBI not as an impartial law enforcement body seeking,0.0,0.0
Donna Smith,Wed Sep,RT RealJamesWoods Shouldn t be a rush into hearing MeTooHucksters are going to hold the United States Senate hostage to their shena,0.0,0.0
Maureen Venkersammy,Wed Sep,RT JesseLehrich the Violence Against Women Reauthorization Act of passed the Senate the highest ranking Rs on senjudiciar,0.0,0.0
Janet,Wed Sep,RT JoyceWhiteVance Dr Ford has been forced from her home amp threatened with death after making highly credible allegations Kavanaugh sexu,0.04999999999999999,0.44999999999999996
Sam Crowley,Wed Sep,BetoORourke Is this guy running for Senate or American Idol,0.0,0.0
Tracy Gunter,Wed Sep,RT thechrisbuskirk Note to Senate Republicans if you allow Kavanaugh to be Borked you will lose the majority in November And you will d,0.0,0.0
TyTheDesertHermit,Wed Sep,RT K Waters You were in the United States Senate voting against making MLK Day a holiday https t co XXryESEkC,0.0,0.0
Rob Kopff,Wed Sep,RT RealJamesWoods Shouldn t be a rush into hearing MeTooHucksters are going to hold the United States Senate hostage to their shena,0.0,0.0
Russell L Lauber,Wed Sep,RT GottaLaff This year the pres in the WH is a dangerous inexperienced demagogue GOP leaders of Senate amp House have made the politica,-0.35,0.75
Swamp Fox,Wed Sep,RT MillenPolitics In the year history of the United States there has never been a female Republican on the Senate Judiciary Committe,0.0,0.16666666666666666
LisaM,Wed Sep,ConfirmKavanaugh NOW,0.0,0.0
DhunMun,Wed Sep,LindseyGrahamSC Americans didn t elect just one morally and ethically lost fellow to the top job they have elected https t co ATOVKhFj o,0.375,0.5625
n i o s h a,Wed Sep,RT krassenstein The party that nominated the pussy grabber for President and the one who supported an alleged pedophile for Senate will n,-0.1,0.1
Pete Driessen,Wed Sep,RT tedlieu What is Mark Judge hiding And if the GOP doesn t subpoena Mark Judge what are they hiding https t co BoCnNHdHRd,0.0,0.0
Willie Everstop,Wed Sep,RT KamalaHarris Two things are clear the White House needs to direct the FBI to re open the background check before the Kavanaugh hearin,0.05,0.3208333333333333
Sarah StopKavanaugh,Wed Sep,RT thegarance If she wants an investigation and the FBI won t get involved Ford could always file a police report in Maryland There s n,0.2,0.1
mgatormel,Wed Sep,Things that make you go hmmm,0.0,0.0
Carson JF Bruno,Wed Sep,,0.0,0.0
Dave Cochran Professional Adult,Wed Sep,RT AynRandPaulRyan Mississippi GOP Senate nominee Chris McDaniel says he proudly stands with Kavanaugh and completely degrades Dr Ford,0.45,0.7
Pops,Wed Sep,RT SheriffClarke Oh BULL SH T This wench is being coached and paid by Democrat operatives This is a stall tactic to help Senate Democrat,0.0,0.0
Sylvia Gomez Qanon,Wed Sep,RT Real PeachyKeen Y all see what s going on here right Here is the Democrat Plan Delay Kavenaugh Vote Drag it out through M,0.12857142857142856,0.30218253968253966
Tony McDonald,Wed Sep,RT TXTylerNorris It also has GregAbbott TX up by Incredible news outlets give this free publicity https t co EseE hGyF,0.65,0.8500000000000001
Heather Cloete,Wed Sep,RT JoyceWhiteVance Allegations that a fraudulent letter was used to claim minority student support for Judge Kavanaugh Developing https,0.0,0.0
Luxordus,Wed Sep,RT ericgeller Christine Blasey Ford s email has been hacked as part of the harassment and intimidation campaign against her her lawyer t,0.0,0.0
Robert Antonelli,Wed Sep,RT dubephnx EricHolder They knew Condaleeza Rice is of Dr Ford s boss at Stanford Rice endorsed Kavanaugh amp attended his Senate Con,0.0,0.0
Texas Blue Dot,Wed Sep,RT NinaTotenberg Background checks like those the FBI conducted on Judge Kavanaugh can and have in the past been reopened at any time,-0.25,0.25
Carol Peek,Wed Sep,RT ScottPresler FLIPPED Republicans just flipped a democrat Senate seat in Texas Yes Republican Pete Flores won a special elect,0.5785714285714286,0.7357142857142858
Ross C,Wed Sep,RT RealJamesWoods Shouldn t be a rush into hearing MeTooHucksters are going to hold the United States Senate hostage to their shena,0.0,0.0
Laura,Wed Sep,RT thechrisbuskirk Repeat after me https t co ndSAdOAjXo,0.0,0.0
Militant Mags,Wed Sep,RT DebbieLHollis LGTrombatore BillCassidy Fuck Bill Cassidy We re here for you Also replies like his are why I m running for Lou,-0.4,0.6
Angel Sawle,Wed Sep,LindseyGrahamSC Why Why is it imperative It s not You just want to vote in a Republican puppet before you lose https t co Wpl QQuJed,0.0,0.0
Bart Vargas,Wed Sep,There is only ONE party in the US TheCorporateWarParty,0.0,1.0
futzing monkey back,Wed Sep,RT thechrisbuskirk Repeat after me https t co ndSAdOAjXo,0.0,0.0
The Media Lies,Wed Sep,RT ScottPresler FLIPPED Republicans just flipped a democrat Senate seat in Texas Yes Republican Pete Flores won a special elect,0.5785714285714286,0.7357142857142858
The Question,Wed Sep,RT K Waters You were in the United States Senate voting against making MLK Day a holiday https t co XXryESEkC,0.0,0.0
texasranger,Wed Sep,sendavidperdue dcexaminer So the Republicans control the Congress and Senate and yet you blame everyone in Congre https t co SnbxwlRcck,0.0,0.0
Irene,Wed Sep,RT NancyPelosi It took great courage for Dr Christine Blasey Ford to come forward with her story The American people are owed a thoroug,0.4,0.375
Miles Tepper,Wed Sep,RT JulianCastro BetoORourke pulls ahead of tedcruz leads by points among likely voters https t co Lg vlLgks,0.0,1.0
LOCK HIM UP,Wed Sep,mtnpoet JamesDMurphy JoeConchaTV The party that nominated the pussy grabber for President and the one who suppo https t co J efeWG Md,0.0,0.0
Marcia StopKavanaugh,Wed Sep,RT LCARS IBelieveChristine StopKavanaugh https t co tX S OE ou,0.0,0.0
R Elaine Garner,Wed Sep,RT HoarseWisperer If you are a parent of a teenage daughter be advised that Senate Republicans do not believe she is entitled to safety,0.0,0.0
Magdalene Visaggio Thought Bubble,Wed Sep,RT TexasTribune BetoORourke leads TedCruz by points among likely voters in U S Senate race according to a new poll https t co J,0.06818181818181818,0.7272727272727273
Jennie Eason,Wed Sep,RT kylegriffin Anita Hill advises the Senate to push the pause button on Kavanaugh s nomination Put together https t co PIQWh Vdx,0.0,0.0
Paula DelDotto,Wed Sep,RT alzassociation The Senate has passed the amended FY Defense Labor HHS funding package including a historic M increase for Alzhe,0.0,0.0
KenY,Wed Sep,RT thechrisbuskirk Note to Senate Republicans if you allow Kavanaugh to be Borked you will lose the majority in November And you will d,0.0,0.0
Milt Jowers,Wed Sep,RT virgillane Senator your recollection is different than mine Justice Thomas was treated like a dog by you Liberals That includes Plu,0.0,0.6
shahriyar gourgi,Wed Sep,A group of House Democrats and a Senate Democrat introduced a bill Tuesday that would ban the Trump administration https t co aEHuR gxDS,0.0,0.0
Pamela Wallace,Wed Sep,RT EricBoehlert Beto in new likely voters poll from Reuters https t co kFjgocoMPy,0.06818181818181818,0.7272727272727273
